Gene,G11,G14,G15,G22,G24,G26,G27
Chrna7,0,1,1,3,0,1,0
4930554H23Rik,0,0,1,0,0,0,0
Otud7a,22,8,9,9,3,9,6
Klf13,1736,1982,3283,1841,1797,2366,2266
Gm27252,2,8,5,4,11,10,18
E030018B13Rik,1,7,0,6,3,2,0
Gm32633,6,4,10,1,0,2,3
Trpm1,3,0,4,0,5,2,0
Mir211,0,0,0,0,0,0,0
Mir6416,0,0,0,0,0,0,0
Mtmr10,372,412,660,389,390,462,349
Fan1,275,311,424,295,294,492,274
Mphosph10,235,419,571,306,274,211,339
Mcee,411,530,851,470,446,458,526
Apba2,13,23,24,10,6,18,23
Fam189a1,216,195,269,140,147,171,171
Nsmce3,375,484,879,443,406,384,422
1810049I09Rik,0,0,0,0,0,1,0
Tjp1,2725,2026,3103,2685,2671,3352,2782
BC046251,0,0,2,0,0,0,0
Tarsl2,214,244,365,196,209,228,202
Tm2d3,524,528,1077,517,451,470,524
1810008I18Rik,21,16,34,38,20,23,12
Gm20684,9,9,8,10,4,7,8
Pcsk6,477,518,701,488,454,338,311
Snrpa1,412,489,798,374,389,329,410
Selenos,1383,1678,2600,1440,1215,1298,1473
Chsy1,132,174,318,145,98,107,133
Lrrk1,1177,1182,1779,1165,1071,1318,1173
Mir7057,0,0,0,0,0,0,0
Aldh1a3,96,179,200,95,90,124,83
Asb7,518,429,747,424,463,657,479
Lins1,156,213,322,147,184,138,159
Cers3,13,4,3,7,6,10,5
Adamts17,81,56,50,65,55,8,52
1700112J16Rik,15,7,5,8,10,7,14
Lysmd4,335,296,491,278,285,288,275
Mef2a,1008,895,1292,880,750,1072,768
Lrrc28,140,173,256,156,161,145,155
Ttc23,237,235,362,203,160,221,182
Synm,470,805,1606,229,231,276,538
4833412C05Rik,11,20,32,2,2,3,7
Igf1r,662,684,866,523,464,667,541
Pgpep1l,0,1,0,0,0,0,0
Gm16157,1,0,0,0,0,0,0
Fam169b,8,16,57,11,3,23,10
Gm16158,1,0,2,2,0,0,0
4933436H12Rik,2,0,3,2,0,3,0
Gm5334,0,0,0,0,0,0,0
Arrdc4,2188,2050,2374,1842,1555,2365,2183
4930402F11Rik,0,0,0,0,0,0,0
Gm29683,0,0,0,0,0,0,0
Nr2f2,671,872,1325,639,544,676,675
B130024G19Rik,21,20,15,11,12,13,4
4930441H08Rik,0,0,0,0,0,0,0
Gm36633,0,0,0,0,0,0,0
1700011C11Rik,0,0,2,0,0,0,0
Mctp2,510,538,790,554,500,706,522
Rpl17-ps10,41,34,80,33,37,49,33
Gm6567,8,10,16,5,2,20,7
Gm30075,1,0,1,0,0,0,0
4930429H19Rik,5,0,2,0,0,0,1
A730056A06Rik,4,13,15,6,6,3,1
Rgma,196,323,433,153,93,128,142
Chd2,1212,938,1421,815,1011,1388,848
Chaserr,608,747,974,523,502,583,692
Gm4971,0,0,0,0,0,0,0
Fam174b,1860,1958,3131,1924,1616,1646,1763
Gm10619,0,0,0,0,0,0,0
Mir7234,0,0,0,0,0,0,0
Gm21269,0,0,0,0,0,0,0
St8sia2,8,4,13,14,1,5,9
Slco3a1,159,200,390,136,117,92,117
4930533N22Rik,0,0,0,0,0,0,0
Sv2b,4,20,11,11,16,3,13
1500012K07Rik,0,0,0,0,0,0,0
Akap13,3228,2272,3618,2636,2586,3476,3082
